task_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-46-europe-human-web,T46,46,2,P07-S05,P02-S06,,9.42,0,3.54,11.8,164.65,2,mixed
RADAR-46-europe-automated,T46,46,2,P08-S03,P01-S04,,5.38,0,2.36,9.44,141.65,4,routing
RADAR-COMPUTE-46-europe,T46,46,2,,,P06-S07,16.14,1,9.44,37.76,0,2,compute
RADAR-46-east-asia-human-web,T46,46,2,P04-S03,P06-S05,,9.1,0,3.42,11.4,159.07,2,mixed
RADAR-46-east-asia-api,T46,46,2,P07-S05,P03-S01,,11.7,0,4.56,13.68,68,1,telemetry
RADAR-46-east-asia-background-sync,T46,46,2,P02-S07,P08-S06,,6.5,0,3.42,22.8,79.83,3,background
RADAR-46-east-asia-dns-control,T46,46,1,P08-S03,P02-S07,,3.9,0,1.14,4.56,26.61,1,telemetry
RADAR-46-south-america-human-web,T46,46,2,P08-S08,P02-S03,,6.06,0,2.4,8,106.05,2,mixed
RADAR-46-oceania-human-web,T46,46,2,P04-S05,P01-S01,,4.95,0,2.4,8,86.51,2,mixed
RADAR-46-oceania-api,T46,46,2,P07-S07,P06-S05,,6.36,0,3.2,9.6,36.98,1,telemetry
RADAR-47-na-east-human-web,T47,47,1,P01-S02,P04-S01,,9.41,0,3.6,12,164.51,2,mixed
RADAR-47-na-east-api,T47,47,1,P04-S04,P01-S05,,12.1,0,4.8,14.4,70.32,1,telemetry
RADAR-47-na-west-human-web,T47,47,1,P04-S08,P02-S07,,8.23,0,3.15,10.5,143.94,2,mixed
RADAR-47-na-west-automated,T47,47,1,P05-S06,P01-S05,,4.7,0,2.1,8.4,123.83,4,routing
RADAR-COMPUTE-47-na-west,T47,47,1,,,P03-S02,14.11,1,8.4,33.6,0,2,compute
RADAR-47-europe-human-web,T47,47,1,P08-S05,P03-S07,,9.25,0,3.54,11.8,161.76,2,mixed
RADAR-47-europe-api,T47,47,1,P03-S07,P08-S03,,11.89,0,4.72,14.16,69.15,1,telemetry
RADAR-47-europe-background-sync,T47,47,1,P06-S01,P05-S08,,6.61,0,3.54,23.6,81.18,3,background
RADAR-47-europe-dns-control,T47,47,1,P04-S05,P07-S01,,3.96,0,1.18,4.72,27.06,1,telemetry
RADAR-47-east-asia-human-web,T47,47,1,P05-S03,P07-S05,,8.94,0,3.42,11.4,156.28,2,mixed
RADAR-47-south-america-human-web,T47,47,1,P01-S08,P03-S04,,5.96,0,2.4,8,104.19,2,mixed
RADAR-47-south-america-api,T47,47,1,P04-S02,P08-S08,,7.66,0,3.2,9.6,44.54,1,telemetry
RADAR-47-oceania-human-web,T47,47,1,P05-S05,P02-S01,,4.86,0,2.4,8,84.99,2,mixed
RADAR-47-oceania-background-sync,T47,47,1,P03-S01,P04-S02,,3.47,0,2.4,16,42.65,3,background
RADAR-47-oceania-automated,T47,47,1,P06-S03,P01-S07,,2.78,0,1.6,6.4,73.12,4,routing
RADAR-COMPUTE-47-oceania,T47,47,1,,,P04-S07,8.33,0,6.4,25.6,0,2,compute
RADAR-ANOMALY-evening-human-spike-na-east,T18,18,3,P05-S02,P02-S04,,52.2,0,8,20,730.8,4,burst
RADAR-ANOMALY-evening-human-spike-europe,T18,18,3,P01-S03,P05-S07,,51.33,0,8,20,718.62,4,burst
RADAR-ANOMALY-automated-scan-burst-na-west,T33,33,3,P04-S05,P03-S07,,69.3,0,8,20,970.2,4,burst
RADAR-ANOMALY-automated-scan-burst-east-asia,T33,33,3,P02-S06,P04-S03,,75.24,0,8,20,1053.36,4,burst
RADAR-ANOMALY-regional-slowdown-east-asia,T40,40,2,P06-S08,P07-S04,,18.81,0,8,20,263.34,1,mixed
