task_id,calibration_class_id,calibration_region_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-27-europe-api,api,europe,T27,27,2,P67-S11,P67-S20,,26.37,0,4.72,14.16,153.29,1,telemetry
RADAR-27-europe-dns-control,dns-control,europe,T27,27,1,P07-S19,P15-S16,,8.79,0,1.18,4.72,59.98,1,telemetry
RADAR-27-east-asia-human-web,human-web,east-asia,T27,27,2,P06-S11,P62-S13,,19.81,0,3.42,11.4,344.03,2,mixed
RADAR-27-east-asia-video-streaming,video-streaming,east-asia,T27,27,3,P09-S13,P67-S18,,12.74,0,2.85,20.52,728.53,3,background
RADAR-27-south-america-human-web,human-web,south-america,T27,27,2,P21-S16,P60-S12,,13.21,0,2.4,8,229.35,2,mixed
RADAR-27-south-america-interactive-realtime,interactive-realtime,south-america,T27,27,1,P27-S20,P70-S21,,15.1,0,1.6,4.8,128.17,1,routing
RADAR-27-south-america-api,api,south-america,T27,27,2,P30-S22,P03-S03,,16.98,0,3.2,9.6,98.73,1,telemetry
RADAR-27-south-america-background-sync,background-sync,south-america,T27,27,4,P33-S02,P08-S08,,9.43,0,2.4,16,115.9,3,background
RADAR-27-oceania-human-web,human-web,oceania,T27,27,2,P33-S21,P27-S03,,10.78,0,2.4,8,187.1,2,mixed
RADAR-27-oceania-video-streaming,video-streaming,oceania,T27,27,3,P36-S01,P32-S08,,6.93,0,2,14.4,396.22,3,background
RADAR-27-oceania-software-update,software-update,oceania,T27,27,5,P48-S09,P52-S04,,5.39,0,1.6,28.8,264.14,4,background
RADAR-27-oceania-automated,automated,oceania,T27,27,2,P51-S11,P57-S08,,6.16,0,1.6,6.4,164.09,4,routing
RADAR-COMPUTE-27-oceania,local-compute,oceania,T27,27,3,,,P48-S09,18.47,0,6.4,25.6,0,2,compute
RADAR-28-na-east-human-web,human-web,na-east,T28,28,2,P35-S17,P63-S09,,20.92,0,3.6,12,365.84,2,mixed
RADAR-28-na-east-video-streaming,video-streaming,na-east,T28,28,3,P38-S19,P68-S14,,13.45,0,3,21.6,774.72,3,background
RADAR-28-na-east-background-sync,background-sync,na-east,T28,28,4,P47-S03,P11-S05,,14.94,0,3.6,24,183.59,3,background
RADAR-28-na-east-automated,automated,na-east,T28,28,2,P53-S07,P21-S14,,11.96,0,2.4,9.6,314.73,4,routing
RADAR-COMPUTE-28-na-east,local-compute,na-east,T28,28,3,,,P50-S05,35.87,1,9.6,38.4,0,2,compute
RADAR-28-na-west-human-web,human-web,na-west,T28,28,2,P44-S01,P12-S16,,18.31,0,3.15,10.5,320.11,2,mixed
RADAR-28-na-west-interactive-realtime,interactive-realtime,na-west,T28,28,1,P50-S05,P22-S03,,20.92,0,2.1,6.3,178.88,1,routing
RADAR-28-na-west-api,api,na-west,T28,28,2,P53-S07,P27-S07,,23.54,0,4.2,12.6,136.84,1,telemetry
RADAR-28-na-west-dns-control,dns-control,na-west,T28,28,1,P65-S15,P47-S03,,7.85,0,1.05,4.2,53.55,1,telemetry
RADAR-28-europe-human-web,human-web,europe,T28,28,2,P59-S06,P53-S07,,20.57,0,3.54,11.8,359.74,2,mixed
RADAR-28-europe-video-streaming,video-streaming,europe,T28,28,3,P62-S08,P58-S12,,13.23,0,2.95,21.24,761.81,3,background
RADAR-28-east-asia-human-web,human-web,east-asia,T28,28,2,P07-S12,P63-S14,,19.88,0,3.42,11.4,347.55,2,mixed
RADAR-28-east-asia-interactive-realtime,interactive-realtime,east-asia,T28,28,1,P13-S16,P01-S01,,22.72,0,2.28,6.84,194.22,1,routing
RADAR-28-east-asia-api,api,east-asia,T28,28,2,P16-S18,P06-S05,,25.55,0,4.56,13.68,148.57,1,telemetry
RADAR-28-east-asia-background-sync,background-sync,east-asia,T28,28,4,P19-S20,P11-S10,,14.2,0,3.42,22.8,174.41,3,background
RADAR-28-south-america-human-web,human-web,south-america,T28,28,2,P22-S17,P61-S12,,13.25,0,2.4,8,231.7,2,mixed
RADAR-28-south-america-video-streaming,video-streaming,south-america,T28,28,3,P25-S19,P66-S17,,8.52,0,2,14.4,490.66,3,background
RADAR-28-south-america-software-update,software-update,south-america,T28,28,5,P37-S05,P14-S13,,6.63,0,1.6,28.8,327.1,4,background
RADAR-28-south-america-automated,automated,south-america,T28,28,2,P40-S07,P19-S17,,7.57,0,1.6,6.4,199.33,4,routing
RADAR-COMPUTE-28-south-america,local-compute,south-america,T28,28,3,,,P37-S05,22.72,0,6.4,25.6,0,2,compute
RADAR-28-oceania-human-web,human-web,oceania,T28,28,2,P34-S22,P28-S04,,10.81,0,2.4,8,189.02,2,mixed
RADAR-28-oceania-interactive-realtime,interactive-realtime,oceania,T28,28,1,P40-S04,P38-S13,,12.35,0,1.6,4.8,105.63,1,routing
RADAR-28-oceania-api,api,oceania,T28,28,2,P43-S06,P43-S17,,13.9,0,3.2,9.6,80.8,1,telemetry
RADAR-28-oceania-dns-control,dns-control,oceania,T28,28,1,P55-S14,P63-S13,,4.63,0,0.8,3.2,31.62,1,telemetry
RADAR-29-na-east-human-web,human-web,na-east,T29,29,2,P36-S17,P64-S10,,20.49,0,3.6,12,363.21,2,mixed
RADAR-29-na-east-interactive-realtime,interactive-realtime,na-east,T29,29,1,P42-S21,P02-S19,,23.41,0,2.4,7.2,202.97,1,routing
RADAR-29-na-east-api,api,na-east,T29,29,2,P45-S01,P07-S01,,26.34,0,4.8,14.4,151.46,1,telemetry
RADAR-29-na-east-dns-control,dns-control,na-east,T29,29,1,P57-S09,P27-S19,,8.78,0,1.2,4.8,59.27,1,telemetry
RADAR-29-na-west-human-web,human-web,na-west,T29,29,2,P45-S01,P13-S16,,17.93,0,3.15,10.5,317.81,2,mixed
RADAR-29-na-west-video-streaming,video-streaming,na-west,T29,29,3,P48-S03,P18-S21,,11.52,0,2.63,18.9,673.01,3,background
RADAR-29-europe-human-web,human-web,europe,T29,29,2,P60-S06,P54-S08,,20.15,0,3.54,11.8,357.16,2,mixed
RADAR-29-europe-interactive-realtime,interactive-realtime,europe,T29,29,1,P66-S10,P64-S17,,23.02,0,2.36,7.08,199.59,1,routing
RADAR-29-europe-api,api,europe,T29,29,2,P69-S12,P69-S21,,25.9,0,4.72,14.16,148.94,1,telemetry
RADAR-29-europe-background-sync,background-sync,europe,T29,29,4,P72-S14,P02-S04,,14.39,0,3.54,23.6,174.84,3,background
RADAR-29-east-asia-human-web,human-web,east-asia,T29,29,2,P08-S12,P64-S14,,19.46,0,3.42,11.4,345.05,2,mixed
RADAR-29-east-asia-video-streaming,video-streaming,east-asia,T29,29,3,P11-S14,P69-S19,,12.51,0,2.85,20.52,730.69,3,background
RADAR-29-east-asia-software-update,software-update,east-asia,T29,29,5,P23-S22,P17-S15,,9.73,0,2.28,41.04,487.13,4,background
RADAR-29-east-asia-automated,automated,east-asia,T29,29,2,P26-S02,P22-S19,,11.12,0,2.28,9.12,289.16,4,routing
RADAR-COMPUTE-29-east-asia,local-compute,east-asia,T29,29,3,,,P23-S22,33.36,1,9.12,36.48,0,2,compute
RADAR-29-south-america-human-web,human-web,south-america,T29,29,2,P23-S17,P62-S13,,12.98,0,2.4,8,230.03,2,mixed
RADAR-29-south-america-interactive-realtime,interactive-realtime,south-america,T29,29,1,P29-S21,P72-S22,,14.83,0,1.6,4.8,128.55,1,routing
RADAR-29-south-america-api,api,south-america,T29,29,2,P32-S01,P05-S04,,16.68,0,3.2,9.6,95.92,1,telemetry
RADAR-29-south-america-dns-control,dns-control,south-america,T29,29,1,P44-S09,P25-S22,,5.56,0,0.8,3.2,37.54,1,telemetry
RADAR-29-oceania-human-web,human-web,oceania,T29,29,2,P35-S22,P29-S04,,10.59,0,2.4,8,187.66,2,mixed
RADAR-29-oceania-video-streaming,video-streaming,oceania,T29,29,3,P38-S02,P34-S09,,6.8,0,2,14.4,397.39,3,background
RADAR-29-oceania-background-sync,background-sync,oceania,T29,29,4,P47-S08,P49-S22,,7.56,0,2.4,16,91.86,3,background
RADAR-30-na-east-human-web,human-web,na-east,T30,30,2,P37-S18,P65-S10,,20.05,0,3.6,12,362.72,2,mixed
RADAR-30-na-east-video-streaming,video-streaming,na-east,T30,30,3,P40-S20,P70-S15,,12.89,0,3,21.6,768.1,3,background
RADAR-30-na-west-human-web,human-web,na-west,T30,30,2,P46-S02,P14-S17,,17.54,0,3.15,10.5,317.38,2,mixed
RADAR-30-na-west-interactive-realtime,interactive-realtime,na-west,T30,30,1,P52-S06,P24-S04,,20.05,0,2.1,6.3,177.36,1,routing
RADAR-30-na-west-api,api,na-west,T30,30,2,P55-S08,P29-S08,,22.55,0,4.2,12.6,126.8,1,telemetry
RADAR-30-na-west-background-sync,background-sync,na-west,T30,30,4,P58-S10,P34-S13,,12.53,0,3.15,21,148.85,3,background
RADAR-30-europe-human-web,human-web,europe,T30,30,2,P61-S07,P55-S08,,19.71,0,3.54,11.8,356.67,2,mixed
RADAR-30-europe-video-streaming,video-streaming,europe,T30,30,3,P64-S09,P60-S13,,12.67,0,2.95,21.24,755.3,3,background
RADAR-30-europe-software-update,software-update,europe,T30,30,5,P04-S17,P08-S09,,9.86,0,2.36,42.48,503.53,4,background
RADAR-30-europe-automated,automated,europe,T30,30,2,P07-S19,P13-S13,,11.26,0,2.36,9.44,289.22,4,routing
RADAR-COMPUTE-30-europe,local-compute,europe,T30,30,3,,,P04-S17,33.79,1,9.44,37.76,0,2,compute
RADAR-30-east-asia-human-web,human-web,east-asia,T30,30,2,P09-S13,P65-S15,,19.05,0,3.42,11.4,344.58,2,mixed
RADAR-30-east-asia-interactive-realtime,interactive-realtime,east-asia,T30,30,1,P15-S17,P03-S02,,21.77,0,2.28,6.84,192.56,1,routing
RADAR-30-east-asia-api,api,east-asia,T30,30,2,P18-S19,P08-S06,,24.49,0,4.56,13.68,137.67,1,telemetry
RADAR-30-east-asia-dns-control,dns-control,east-asia,T30,30,1,P30-S05,P28-S02,,8.16,0,1.14,4.56,53.87,1,telemetry
RADAR-30-south-america-human-web,human-web,south-america,T30,30,2,P24-S18,P63-S13,,12.7,0,2.4,8,229.72,2,mixed
RADAR-30-south-america-video-streaming,video-streaming,south-america,T30,30,3,P27-S20,P68-S18,,8.16,0,2,14.4,486.47,3,background
RADAR-30-south-america-background-sync,background-sync,south-america,T30,30,4,P36-S04,P11-S09,,9.07,0,2.4,16,107.74,3,background
RADAR-30-oceania-human-web,human-web,oceania,T30,30,2,P36-S01,P30-S05,,10.36,0,2.4,8,187.4,2,mixed
RADAR-30-oceania-interactive-realtime,interactive-realtime,oceania,T30,30,1,P42-S05,P40-S14,,11.84,0,1.6,4.8,104.73,1,routing
RADAR-30-oceania-api,api,oceania,T30,30,2,P45-S07,P45-S18,,13.32,0,3.2,9.6,74.87,1,telemetry
RADAR-31-na-east-human-web,human-web,na-east,T31,31,2,P38-S18,P66-S11,,20.86,0,3.6,12,382.47,2,mixed
RADAR-31-na-east-interactive-realtime,interactive-realtime,na-east,T31,31,1,P44-S22,P04-S20,,23.84,0,2.4,7.2,213.73,1,routing
RADAR-31-na-east-api,api,na-east,T31,31,2,P47-S02,P09-S02,,26.82,0,4.8,14.4,149.07,1,telemetry
RADAR-31-na-east-background-sync,background-sync,na-east,T31,31,4,P50-S04,P14-S07,,14.9,0,3.6,24,175,3,background
RADAR-31-na-west-human-web,human-web,na-west,T31,31,2,P47-S02,P15-S17,,18.25,0,3.15,10.5,334.66,2,mixed
RADAR-31-na-west-video-streaming,video-streaming,na-west,T31,31,3,P50-S04,P20-S22,,11.73,0,2.63,18.9,708.7,3,background
RADAR-31-na-west-software-update,software-update,na-west,T31,31,5,P62-S12,P40-S18,,9.13,0,2.1,37.8,472.47,4,background
RADAR-31-na-west-automated,automated,na-west,T31,31,2,P65-S14,P45-S22,,10.43,0,2.1,8.4,264.39,4,routing
RADAR-COMPUTE-31-na-west,local-compute,na-west,T31,31,3,,,P62-S12,31.29,1,8.4,33.6,0,2,compute
RADAR-31-europe-human-web,human-web,europe,T31,31,2,P62-S07,P56-S09,,20.51,0,3.54,11.8,376.1,2,mixed
RADAR-31-europe-interactive-realtime,interactive-realtime,europe,T31,31,1,P68-S11,P66-S18,,23.44,0,2.36,7.08,210.17,1,routing
RADAR-31-europe-api,api,europe,T31,31,2,P71-S13,P71-S22,,26.37,0,4.72,14.16,146.59,1,telemetry
RADAR-31-europe-dns-control,dns-control,europe,T31,31,1,P11-S21,P19-S18,,8.79,0,1.18,4.72,57.36,1,telemetry
RADAR-31-east-asia-human-web,human-web,east-asia,T31,31,2,P10-S13,P66-S15,,19.82,0,3.42,11.4,363.35,2,mixed
RADAR-31-east-asia-video-streaming,video-streaming,east-asia,T31,31,3,P13-S15,P71-S20,,12.74,0,2.85,20.52,769.44,3,background
RADAR-31-east-asia-background-sync,background-sync,east-asia,T31,31,4,P22-S21,P14-S11,,14.15,0,3.42,22.8,166.25,3,background
RADAR-31-south-america-human-web,human-web,south-america,T31,31,2,P25-S18,P64-S14,,13.21,0,2.4,8,242.23,2,mixed
RADAR-31-south-america-interactive-realtime,interactive-realtime,south-america,T31,31,1,P31-S22,P02-S01,,15.1,0,1.6,4.8,135.36,1,routing
RADAR-31-south-america-api,api,south-america,T31,31,2,P34-S02,P07-S05,,16.99,0,3.2,9.6,94.41,1,telemetry
RADAR-31-oceania-human-web,human-web,oceania,T31,31,2,P37-S01,P31-S05,,10.78,0,2.4,8,197.61,2,mixed
RADAR-31-oceania-video-streaming,video-streaming,oceania,T31,31,3,P40-S03,P36-S10,,6.93,0,2,14.4,418.47,3,background
RADAR-31-oceania-automated,automated,oceania,T31,31,2,P55-S13,P61-S10,,6.16,0,1.6,6.4,156.12,4,routing
RADAR-COMPUTE-31-oceania,local-compute,oceania,T31,31,3,,,P52-S11,18.48,0,6.4,25.6,0,2,compute
RADAR-32-na-east-human-web,human-web,na-east,T32,32,2,P39-S19,P67-S11,,25.2,0,3.6,12,465.12,2,mixed
RADAR-32-na-east-video-streaming,video-streaming,na-east,T32,32,3,P42-S21,P72-S16,,16.2,0,3,21.6,984.96,3,background
RADAR-32-na-east-software-update,software-update,na-east,T32,32,5,P54-S07,P20-S12,,12.6,0,2.4,43.2,656.64,4,background
RADAR-32-na-east-automated,automated,na-east,T32,32,2,P57-S09,P25-S16,,14.4,0,2.4,9.6,365.04,4,routing
RADAR-COMPUTE-32-na-east,local-compute,na-east,T32,32,3,,,P54-S07,43.2,1,9.6,38.4,0,2,compute
RADAR-32-na-west-human-web,human-web,na-west,T32,32,2,P48-S03,P16-S18,,22.05,0,3.15,10.5,406.98,2,mixed
RADAR-32-na-west-interactive-realtime,interactive-realtime,na-west,T32,32,1,P54-S07,P26-S05,,25.2,0,2.1,6.3,227.43,1,routing
RADAR-32-na-west-api,api,na-west,T32,32,2,P57-S09,P31-S09,,28.35,0,4.2,12.6,155.77,1,telemetry
RADAR-32-na-west-dns-control,dns-control,na-west,T32,32,1,P69-S17,P51-S05,,9.45,0,1.05,4.2,60.95,1,telemetry
RADAR-32-europe-human-web,human-web,europe,T32,32,2,P63-S08,P57-S09,,24.78,0,3.54,11.8,457.37,2,mixed
RADAR-32-europe-video-streaming,video-streaming,europe,T32,32,3,P66-S10,P62-S14,,15.93,0,2.95,21.24,968.54,3,background
RADAR-32-europe-background-sync,background-sync,europe,T32,32,4,P03-S16,P05-S05,,17.7,0,3.54,23.6,205.5,3,background
RADAR-32-east-asia-human-web,human-web,east-asia,T32,32,2,P11-S14,P67-S16,,23.94,0,3.42,11.4,441.86,2,mixed
RADAR-32-east-asia-interactive-realtime,interactive-realtime,east-asia,T32,32,1,P17-S18,P05-S03,,27.36,0,2.28,6.84,246.92,1,routing
RADAR-32-east-asia-api,api,east-asia,T32,32,2,P20-S20,P10-S07,,30.78,0,4.56,13.68,169.12,1,telemetry
RADAR-32-south-america-human-web,human-web,south-america,T32,32,2,P26-S19,P65-S14,,15.96,0,2.4,8,294.58,2,mixed
RADAR-32-south-america-video-streaming,video-streaming,south-america,T32,32,3,P29-S21,P70-S19,,10.26,0,2,14.4,623.81,3,background
RADAR-32-south-america-automated,automated,south-america,T32,32,2,P44-S09,P23-S19,,9.12,0,1.6,6.4,231.19,4,routing
RADAR-COMPUTE-32-south-america,local-compute,south-america,T32,32,3,,,P41-S07,27.36,0,6.4,25.6,0,2,compute
RADAR-32-oceania-human-web,human-web,oceania,T32,32,2,P38-S02,P32-S06,,13.02,0,2.4,8,240.31,2,mixed
RADAR-32-oceania-interactive-realtime,interactive-realtime,oceania,T32,32,1,P44-S06,P42-S15,,14.88,0,1.6,4.8,134.29,1,routing
RADAR-32-oceania-api,api,oceania,T32,32,2,P47-S08,P47-S19,,16.74,0,3.2,9.6,91.98,1,telemetry
RADAR-32-oceania-background-sync,background-sync,oceania,T32,32,4,P50-S10,P52-S02,,9.3,0,2.4,16,107.97,3,background
RADAR-32-oceania-dns-control,dns-control,oceania,T32,32,1,P59-S16,P67-S15,,5.58,0,0.8,3.2,35.99,1,telemetry
RADAR-33-na-east-human-web,human-web,na-east,T33,33,2,P40-S19,P68-S12,,25.04,0,3.6,12,456.09,2,mixed
RADAR-33-na-east-interactive-realtime,interactive-realtime,na-east,T33,33,1,P46-S01,P06-S21,,28.62,0,2.4,7.2,254.87,1,routing
RADAR-33-na-east-api,api,na-east,T33,33,2,P49-S03,P11-S03,,32.19,0,4.8,14.4,178.95,1,telemetry
RADAR-33-na-east-dns-control,dns-control,na-east,T33,33,1,P61-S11,P31-S21,,10.73,0,1.2,4.8,70.02,1,telemetry
RADAR-33-na-west-human-web,human-web,na-west,T33,33,2,P49-S03,P17-S18,,21.91,0,3.15,10.5,399.08,2,mixed
RADAR-33-na-west-video-streaming,video-streaming,na-west,T33,33,3,P52-S05,P22-S01,,14.09,0,2.63,18.9,845.11,3,background
RADAR-33-na-west-background-sync,background-sync,na-west,T33,33,4,P61-S11,P37-S14,,15.65,0,3.15,21,183.81,3,background
RADAR-33-europe-human-web,human-web,europe,T33,33,2,P64-S08,P58-S10,,24.62,0,3.54,11.8,448.49,2,mixed
RADAR-33-europe-interactive-realtime,interactive-realtime,europe,T33,33,1,P70-S12,P68-S19,,28.14,0,2.36,7.08,250.63,1,routing
RADAR-33-europe-api,api,europe,T33,33,2,P01-S14,P01-S01,,31.66,0,4.72,14.16,175.97,1,telemetry
RADAR-33-east-asia-human-web,human-web,east-asia,T33,33,2,P12-S14,P68-S16,,23.79,0,3.42,11.4,433.29,2,mixed
RADAR-33-east-asia-video-streaming,video-streaming,east-asia,T33,33,3,P15-S16,P01-S21,,15.29,0,2.85,20.52,917.55,3,background
RADAR-33-east-asia-automated,automated,east-asia,T33,33,2,P30-S04,P26-S21,,13.59,0,2.28,9.12,349.01,4,routing
RADAR-COMPUTE-33-east-asia,local-compute,east-asia,T33,33,3,,,P27-S02,40.78,1,9.12,36.48,0,2,compute
RADAR-33-south-america-human-web,human-web,south-america,T33,33,2,P27-S19,P66-S15,,15.86,0,2.4,8,288.86,2,mixed
RADAR-33-south-america-interactive-realtime,interactive-realtime,south-america,T33,33,1,P33-S01,P04-S02,,18.12,0,1.6,4.8,161.42,1,routing
RADAR-33-south-america-api,api,south-america,T33,33,2,P36-S03,P09-S06,,20.39,0,3.2,9.6,113.33,1,telemetry
RADAR-33-south-america-background-sync,background-sync,south-america,T33,33,4,P39-S05,P14-S11,,11.33,0,2.4,16,133.04,3,background
RADAR-33-south-america-dns-control,dns-control,south-america,T33,33,1,P48-S11,P29-S02,,6.8,0,0.8,3.2,44.35,1,telemetry
RADAR-33-oceania-human-web,human-web,oceania,T33,33,2,P39-S02,P33-S06,,12.94,0,2.4,8,235.65,2,mixed
RADAR-33-oceania-video-streaming,video-streaming,oceania,T33,33,3,P42-S04,P38-S11,,8.32,0,2,14.4,499.02,3,background
RADAR-33-oceania-software-update,software-update,oceania,T33,33,5,P54-S12,P58-S07,,6.47,0,1.6,28.8,332.68,4,background
RADAR-34-na-east-human-web,human-web,na-east,T34,34,2,P41-S20,P69-S12,,21.61,0,3.6,12,388.36,2,mixed
RADAR-34-na-east-video-streaming,video-streaming,na-east,T34,34,3,P44-S22,P02-S17,,13.89,0,3,21.6,822.41,3,background
RADAR-34-na-east-background-sync,background-sync,na-east,T34,34,4,P53-S06,P17-S08,,15.44,0,3.6,24,181.29,3,background
RADAR-34-na-west-human-web,human-web,na-west,T34,34,2,P50-S04,P18-S19,,18.91,0,3.15,10.5,339.81,2,mixed
RADAR-34-na-west-interactive-realtime,interactive-realtime,na-west,T34,34,1,P56-S08,P28-S06,,21.61,0,2.1,6.3,189.9,1,routing
RADAR-34-na-west-api,api,na-west,T34,34,2,P59-S10,P33-S10,,24.31,0,4.2,12.6,135.13,1,telemetry
RADAR-34-europe-human-web,human-web,europe,T34,34,2,P65-S09,P59-S10,,21.25,0,3.54,11.8,381.89,2,mixed
RADAR-34-europe-video-streaming,video-streaming,europe,T34,34,3,P68-S11,P64-S15,,13.66,0,2.95,21.24,808.7,3,background
RADAR-34-europe-automated,automated,europe,T34,34,2,P11-S21,P17-S15,,12.14,0,2.36,9.44,319.66,4,routing
RADAR-COMPUTE-34-europe,local-compute,europe,T34,34,3,,,P08-S19,36.43,1,9.44,37.76,0,2,compute
RADAR-34-east-asia-human-web,human-web,east-asia,T34,34,2,P13-S15,P69-S17,,20.53,0,3.42,11.4,368.94,2,mixed
RADAR-34-east-asia-interactive-realtime,interactive-realtime,east-asia,T34,34,1,P19-S19,P07-S04,,23.46,0,2.28,6.84,206.17,1,routing
RADAR-34-east-asia-api,api,east-asia,T34,34,2,P22-S21,P12-S08,,26.39,0,4.56,13.68,146.71,1,telemetry
RADAR-34-east-asia-background-sync,background-sync,east-asia,T34,34,4,P25-S01,P17-S13,,14.66,0,3.42,22.8,172.23,3,background
RADAR-34-east-asia-dns-control,dns-control,east-asia,T34,34,1,P34-S07,P32-S04,,8.8,0,1.14,4.56,57.41,1,telemetry
RADAR-34-south-america-human-web,human-web,south-america,T34,34,2,P28-S20,P67-S15,,13.69,0,2.4,8,245.96,2,mixed
RADAR-34-south-america-video-streaming,video-streaming,south-america,T34,34,3,P31-S22,P72-S20,,8.8,0,2,14.4,520.86,3,background
RADAR-34-south-america-software-update,software-update,south-america,T34,34,5,P43-S08,P20-S16,,6.84,0,1.6,28.8,347.24,4,background
RADAR-34-oceania-human-web,human-web,oceania,T34,34,2,P40-S03,P34-S07,,11.17,0,2.4,8,200.65,2,mixed
RADAR-34-oceania-interactive-realtime,interactive-realtime,oceania,T34,34,1,P46-S07,P44-S16,,12.76,0,1.6,4.8,112.13,1,routing
RADAR-34-oceania-api,api,oceania,T34,34,2,P49-S09,P49-S20,,14.36,0,3.2,9.6,79.79,1,telemetry
RADAR-35-na-east-human-web,human-web,na-east,T35,35,2,P42-S20,P70-S13,,21.02,0,3.6,12,377.7,2,mixed
RADAR-35-na-east-interactive-realtime,interactive-realtime,na-east,T35,35,1,P48-S02,P08-S22,,24.02,0,2.4,7.2,211.07,1,routing
RADAR-35-na-east-api,api,na-east,T35,35,2,P51-S04,P13-S04,,27.02,0,4.8,14.4,150.2,1,telemetry
RADAR-35-na-west-human-web,human-web,na-west,T35,35,2,P51-S04,P19-S19,,18.39,0,3.15,10.5,330.49,2,mixed
RADAR-35-na-west-video-streaming,video-streaming,na-west,T35,35,3,P54-S06,P24-S02,,11.82,0,2.63,18.9,699.87,3,background
RADAR-35-na-west-automated,automated,na-west,T35,35,2,P69-S16,P49-S02,,10.51,0,2.1,8.4,276.64,4,routing
RADAR-COMPUTE-35-na-west,local-compute,na-west,T35,35,3,,,P66-S14,31.53,1,8.4,33.6,0,2,compute
RADAR-35-europe-human-web,human-web,europe,T35,35,2,P66-S09,P60-S11,,20.67,0,3.54,11.8,371.41,2,mixed
RADAR-35-europe-interactive-realtime,interactive-realtime,europe,T35,35,1,P72-S13,P70-S20,,23.62,0,2.36,7.08,207.55,1,routing
RADAR-35-europe-api,api,europe,T35,35,2,P03-S15,P03-S02,,26.57,0,4.72,14.16,147.69,1,telemetry
RADAR-35-europe-background-sync,background-sync,europe,T35,35,4,P06-S17,P08-S07,,14.76,0,3.54,23.6,173.38,3,background
RADAR-35-europe-dns-control,dns-control,europe,T35,35,1,P15-S01,P23-S20,,8.86,0,1.18,4.72,57.79,1,telemetry
RADAR-35-east-asia-human-web,human-web,east-asia,T35,35,2,P14-S15,P70-S17,,19.97,0,3.42,11.4,358.82,2,mixed
RADAR-35-east-asia-video-streaming,video-streaming,east-asia,T35,35,3,P17-S17,P03-S22,,12.84,0,2.85,20.52,759.85,3,background
RADAR-35-east-asia-software-update,software-update,east-asia,T35,35,5,P29-S03,P23-S18,,9.98,0,2.28,41.04,506.57,4,background
RADAR-35-south-america-human-web,human-web,south-america,T35,35,2,P29-S20,P68-S16,,13.31,0,2.4,8,239.21,2,mixed
RADAR-35-south-america-interactive-realtime,interactive-realtime,south-america,T35,35,1,P35-S02,P06-S03,,15.21,0,1.6,4.8,133.68,1,routing
RADAR-35-south-america-api,api,south-america,T35,35,2,P38-S04,P11-S07,,17.11,0,3.2,9.6,95.12,1,telemetry
RADAR-35-oceania-human-web,human-web,oceania,T35,35,2,P41-S03,P35-S07,,10.86,0,2.4,8,195.15,2,mixed
RADAR-35-oceania-video-streaming,video-streaming,oceania,T35,35,3,P44-S05,P40-S12,,6.98,0,2,14.4,413.25,3,background
RADAR-35-oceania-background-sync,background-sync,oceania,T35,35,4,P53-S11,P55-S03,,7.76,0,2.4,16,91.1,3,background
RADAR-35-oceania-automated,automated,oceania,T35,35,2,P59-S15,P65-S12,,6.21,0,1.6,6.4,163.35,4,routing
RADAR-COMPUTE-35-oceania,local-compute,oceania,T35,35,3,,,P56-S13,18.62,0,6.4,25.6,0,2,compute
RADAR-36-na-east-human-web,human-web,na-east,T36,36,2,P43-S21,P71-S13,,21.35,0,3.6,12,386.24,2,mixed
RADAR-36-na-east-video-streaming,video-streaming,na-east,T36,36,3,P46-S01,P04-S18,,13.72,0,3,21.6,817.92,3,background
RADAR-36-na-east-automated,automated,na-east,T36,36,2,P61-S11,P29-S18,,12.2,0,2.4,9.6,313.2,4,routing
RADAR-COMPUTE-36-na-east,local-compute,na-east,T36,36,3,,,P58-S09,36.6,1,9.6,38.4,0,2,compute
RADAR-36-na-west-human-web,human-web,na-west,T36,36,2,P52-S05,P20-S20,,18.68,0,3.15,10.5,337.96,2,mixed
RADAR-36-na-west-interactive-realtime,interactive-realtime,na-west,T36,36,1,P58-S09,P30-S07,,21.35,0,2.1,6.3,188.86,1,routing
RADAR-36-na-west-api,api,na-west,T36,36,2,P61-S11,P35-S11,,24.02,0,4.2,12.6,135.02,1,telemetry
RADAR-36-na-west-background-sync,background-sync,na-west,T36,36,4,P64-S13,P40-S16,,13.34,0,3.15,21,158.51,3,background
RADAR-36-na-west-dns-control,dns-control,na-west,T36,36,1,P01-S19,P55-S07,,8.01,0,1.05,4.2,52.84,1,telemetry
RADAR-36-europe-human-web,human-web,europe,T36,36,2,P67-S10,P61-S11,,20.99,0,3.54,11.8,379.8,2,mixed
RADAR-36-europe-video-streaming,video-streaming,europe,T36,36,3,P70-S12,P66-S16,,13.49,0,2.95,21.24,804.29,3,background
RADAR-36-europe-software-update,software-update,europe,T36,36,5,P10-S20,P14-S12,,10.5,0,2.36,42.48,536.19,4,background
RADAR-36-east-asia-human-web,human-web,east-asia,T36,36,2,P15-S16,P71-S18,,20.28,0,3.42,11.4,366.93,2,mixed
RADAR-36-east-asia-interactive-realtime,interactive-realtime,east-asia,T36,36,1,P21-S20,P09-S05,,23.18,0,2.28,6.84,205.05,1,routing
RADAR-36-east-asia-api,api,east-asia,T36,36,2,P24-S22,P14-S09,,26.07,0,4.56,13.68,146.6,1,telemetry
